Ticket Class,Ticket Priority,Ticket Number,Ticket Status,Opened Date,Hostname,OS Type,Ticket Summary,Queue ID,Ticket Resolved Date,Resolution Code,Resolution Text,Ticket Closed Date,Call code,Reported By,Executed Automata,Recommended Automata,Actionable,Assignment Queue,Autogenerated,Automation Engine,Business Application,Closure Code,Sub Category,Category,Alert Key,Target Finish Date,Time to resolve (min)
INCIDENT,2,IN86657249,RESOLVED,"Nov 6, 2025 1:15 PM",conqt453jcp4o,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:19 PM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,OQ_Mhhnkpg,"Nov 6, 2025 1:19 PM",4
INCIDENT,2,IN86657178,RESOLVED,"Nov 6, 2025 12:16 PM",vonqn685nfmd56um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 12:21 PM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,cpu-high-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,cpu-high-handler,acme002_ensnmcf_p42e_pgfjcr_igp,"Nov 6, 2025 12:21 PM",5
INCIDENT,1,IN88887771,RESOLVCONF,"Nov 6, 2025 12:13 PM",fgceogqto405,VMWARE,ENTITY : 157 - ATLAS - Point P - Unable to connect to bnqtw157elk1p,K-QWQ-KP-FQR-QOF-SPK-DCS,"Nov 9, 2025 6:47 PM",WORK AS DESIGN,As per incident team update we are closing the incident.<!-- RICH TEXT -->,UNKNOWN,EMAIL,x,UNKNOWN,network connectivity issues,Y,Y,UNKNOWN,0,Payment Processing,UNKNOWN,UNKNOWN,network connectivity issues,UNKNOWN,"Nov 6, 2025 6:47 PM",4714
INCIDENT,3,IN88107690,INPROG,"Nov 6, 2025 10:24 AM",fgceogqt355,UNIX,acme#Only 8.16 Percent free Space are left on ASM Disk Group GIBCDATA on Node RZ:PIMTST-acme_efbdnftw91,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,WebGUI-Primary-Prod-Shared2,UNKNOWN,UNKNOWN,database-handler,cnn_jdr_voqe_jsd,UNKNOWN,UNKNOWN
INCIDENT,2,IN88106260,RESOLVED,"Nov 6, 2025 10:18 AM",UNKNOWN,UNKNOWN,acme#deibmsvm10034#The utilization of swap space exceeded critical limit. Current usage: 97 %.,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 2:03 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,UNKNOWN,"Nov 6, 2025 2:03 PM",225
INCIDENT,3,IN86657075,SLAHOLD,"Nov 6, 2025 10:02 AM",conqt475gee4n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application18,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41u_owqcn_igp,UNKNOWN,UNKNOWN
INCIDENT,2,IN88106126,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 9.45 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:ELPHSD-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106125,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 9.26 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:OTMDEV-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106124,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 9.45 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:OTMCON-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106113,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 8.00 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:GIBC-acme_efbdnftw912,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106111,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 6.10 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:IIQTEST-acme_efbdnftw,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106110,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 9.26 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:OTMDEV-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106119,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 9.45 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:OTMTST-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106118,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 2.11 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:FTITST-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106117,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 8.42 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:OTMCON-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106115,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 8.63 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:ELPHSD-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106114,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 9.26 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:GIBD-acme_efbdnftw911,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106103,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 9.45 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:OTMTST-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106102,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 8.63 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:ELPADD-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88106101,RESOLVED,"Nov 6, 2025 9:44 AM",UNKNOWN,UNKNOWN,acme#Only 7.57 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:VERTEXT-acme_efbdnftw,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 1:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Nov 6, 2025 1:14 PM",210
INCIDENT,2,IN88126772,RESOLVED,"Nov 6, 2025 9:37 AM",fgceogqt430,WINDOWS,acme#efbdnftw096#MS SQL DB HAIR : HA_Application_DB is offline,K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 9:40 AM",AUTOMATION,*** Automation application have automatically resolved the problem ***,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,ACME_DC_Application4,UNKNOWN,UNKNOWN,database-handler,ceog_fdmhhnp_imoe_joqon,"Nov 6, 2025 9:40 AM",3
INCIDENT,3,IN86657926,QUEUED,"Nov 6, 2025 9:00 AM",qridfq46,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QIF-DPO-RQO-DSP,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application39,UNKNOWN,UNKNOWN,UNKNOWN,acme002_mvvpcos_vsvu_rqo,UNKNOWN,UNKNOWN
INCIDENT,2,IN86657919,RESOLVED,"Nov 6, 2025 8:53 AM",conqt460kuq4n,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 9:08 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,disk-handler,Y,Y,Y,0,ACME_DC_Application17,UNKNOWN,UNKNOWN,disk-handler,cnn_fqmqneg_i40e_ukp_igp,"Nov 6, 2025 9:08 AM",15
INCIDENT,2,IN86657907,RESOLVED,"Nov 6, 2025 8:33 AM",vonqn592ngvc4,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 8:43 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,0,ACME_DC_Application31,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,acme002_tkpogo_pnxe_pgfjcr,"Nov 6, 2025 8:43 AM",10
INCIDENT,2,IN86657989,RESOLVCONF,"Nov 6, 2025 8:05 AM",conqt475gee4n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 6, 2025 11:38 AM",SPACE,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application18,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41e_owqcn_igp,"Nov 6, 2025 11:38 AM",214
INCIDENT,2,IN86657962,RESOLVCONF,"Nov 6, 2025 7:38 AM",c45266np,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 6, 2025 7:14 PM",CONFIGURATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application21,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc7_owqcn,"Nov 6, 2025 7:14 PM",696
INCIDENT,3,IN86657820,RESOLVED,"Nov 6, 2025 7:03 AM",conqt486fdn4n,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 7:33 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application10,UNKNOWN,UNKNOWN,UNKNOWN,cnn_uqqnpd_u40u_ukp,"Nov 6, 2025 7:33 AM",30
INCIDENT,2,IN86657824,RESOLVED,"Nov 6, 2025 6:58 AM",vonqn592ngvc4,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 7:02 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,0,ACME_DC_Application31,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,acme002_tkpogo_pnxe_pgfjcr,"Nov 6, 2025 7:02 AM",4
INCIDENT,2,IN86657898,RESOLVED,"Nov 6, 2025 6:21 AM",conqu464fcto4,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 6:27 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,cpu-high-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,cpu-high-handler,acme002_enssrkn_ipre_ukp_rmrcn,"Nov 6, 2025 6:27 AM",6
INCIDENT,3,IN86657873,RESOLVED,"Nov 6, 2025 6:08 AM",conqt486fdn4n,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 6:18 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application10,UNKNOWN,UNKNOWN,UNKNOWN,cnn_uqqnpd_u40u_ukp,"Nov 6, 2025 6:18 AM",10
INCIDENT,2,IN86657850,RESOLVED,"Nov 6, 2025 5:26 AM",conqu464fcto4,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 5:41 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,cpu-high-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,cpu-high-handler,acme002_enssrkn_ipre_ukp_rmrcn,"Nov 6, 2025 5:41 AM",15
INCIDENT,3,IN88106212,INPROG,"Nov 6, 2025 5:26 AM",fgceogqt609,UNIX,acme#Reports that for node RZ:APSAMIG-acme_efbdnftw265:RDB the warning message with Message ID ORA-1652,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,cnn_nmimpc_ipx8_mpcpce,UNKNOWN,UNKNOWN
INCIDENT,3,IN88106247,INPROG,"Nov 6, 2025 4:27 AM",fgceogqt356,UNIX,acme#Offline agent - RZ:PIMTST-acme_efbdnftw912:RDB is not connected to Shared ITM6 Monitoring Environm,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,itm-agent-offline,Y,Y,Y,1,ACME_DC_Application14,UNKNOWN,UNKNOWN,itm-agent-offline,ceog_gppnmiomp_ipxu_mpcpce,UNKNOWN,UNKNOWN
INCIDENT,3,IN86657722,RESOLVED,"Nov 6, 2025 4:25 AM",conqt460gee5n,UNIX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 4:30 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application45,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41u_owqcn_igp,"Nov 6, 2025 4:30 AM",4
INCIDENT,3,IN88106112,INPROG,"Nov 6, 2025 4:14 AM",fgceogqt356,UNIX,acme#Reports that for node RZ:PIMTST-acme_efbdnftw912:RDB the warning message with Message ID ORA-15041,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,ACME_DC_Application14,UNKNOWN,UNKNOWN,database-handler,cnn_hqq_v41e_ckv,UNKNOWN,UNKNOWN
INCIDENT,2,IN86657724,RESOLVCONF,"Nov 6, 2025 4:11 AM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 6, 2025 5:13 AM",WORK AS DESIGN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,"Nov 6, 2025 5:13 AM",62
INCIDENT,2,IN88125288,CLOSED,"Nov 6, 2025 3:48 AM",fgceogqt355,UNIX,acme#efbdnftw911#Average CPU usage is too high (current value: 99),K-QQM-VV-QOM-MRJ-OCSRM,"Nov 6, 2025 5:18 AM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 20, 2025 7:48 AM",EVENTMANAGEMENT,x,UNKNOWN,cpu-high-handler,Y,Y,Y,0,WebGUI-Primary-Prod-Shared2,UNKNOWN,UNKNOWN,cpu-high-handler,cnn_ens_vsve_ckv,"Nov 6, 2025 5:18 AM",90
INCIDENT,2,IN86657798,RESOLVCONF,"Nov 6, 2025 3:35 AM",conqt507gee4t,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 6, 2025 5:16 AM",WORK AS DESIGN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application20,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc7_owqcn,"Nov 6, 2025 5:16 AM",101
INCIDENT,2,IN86657794,RESOLVCONF,"Nov 6, 2025 3:33 AM",qmn6,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 6, 2025 5:41 AM",WORK AS DESIGN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application44,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc7_owqcn,"Nov 6, 2025 5:41 AM",128
INCIDENT,3,IN86657772,RESOLVCONF,"Nov 6, 2025 3:05 AM",c45274nl,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 6, 2025 7:42 PM",CONFIGURATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application9,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41u_owqcn_igp,"Nov 6, 2025 7:42 PM",998
INCIDENT,3,IN86657777,RESOLVED,"Nov 6, 2025 2:55 AM",qmn3,AIX 7.3,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 3:00 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41u_owqcn_igp,"Nov 6, 2025 3:00 AM",5
INCIDENT,2,IN86657760,RESOLVED,"Nov 6, 2025 2:43 AM",vonqc464ncfq7,AIX 7.3,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 2:46 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_spnomp_v41e_owqcnlctc_igp,"Nov 6, 2025 2:46 AM",3
INCIDENT,2,IN86657757,RESOLVED,"Nov 6, 2025 2:26 AM",conqt467nk4n,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 3:21 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,acme002_ogopgcn_ipre_ukp,"Nov 6, 2025 3:21 AM",55
INCIDENT,2,IN86657756,RESOLVED,"Nov 6, 2025 2:18 AM",qmn3,AIX 7.3,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 2:28 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41e_owqcn_igp,"Nov 6, 2025 2:28 AM",10
INCIDENT,3,IN86657632,RESOLVED,"Nov 6, 2025 2:06 AM",vonqn456nnnp4,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 2:16 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_npenmcf_p42u_pgfjcr,"Nov 6, 2025 2:16 AM",10
INCIDENT,2,IN86657627,RESOLVED,"Nov 6, 2025 1:48 AM",vonqn685ofme58um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:53 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Nov 6, 2025 1:53 AM",5
INCIDENT,2,IN86657626,RESOLVED,"Nov 6, 2025 1:48 AM",vonqn685ofme56um,Linux,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:53 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Nov 6, 2025 1:53 AM",5
INCIDENT,2,IN86657624,RESOLVED,"Nov 6, 2025 1:46 AM",vonqn685ofme59um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:51 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Nov 6, 2025 1:51 AM",5
INCIDENT,2,IN86657610,RESOLVED,"Nov 6, 2025 1:43 AM",vonqn685ofme40um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:48 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Nov 6, 2025 1:48 AM",5
INCIDENT,2,IN86657619,RESOLVED,"Nov 6, 2025 1:43 AM",vonqn685ofme41um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:48 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Nov 6, 2025 1:48 AM",5
INCIDENT,2,IN86657614,RESOLVED,"Nov 6, 2025 1:41 AM",vonqn685ofme49um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:46 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Nov 6, 2025 1:46 AM",5
INCIDENT,2,IN86657609,RESOLVED,"Nov 6, 2025 1:38 AM",vonqn685ofme43um,Linux,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Nov 6, 2025 1:39 AM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Nov 6, 2025 1:39 AM",0
